Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2025-01-27,25.69,8.99,43.8,960.0,56.0
2025-01-28,26.4,9.48,44.6,904.0,7.0
2025-01-29,27.08,6.87,41.5,1047.0,55.0
2025-01-30,25.68,6.65,42.7,990.0,84.0
2025-01-31,27.24,6.75,41.9,986.0,31.0
2025-02-01,25.9,8.75,42.1,965.0,71.0
2025-02-02,26.85,7.65,42.4,989.0,18.0
2025-02-03,27.58,6.86,43.4,963.0,26.0
2025-02-04,26.04,9.86,44.1,985.0,42.0
2025-02-05,27.35,6.58,44.3,941.0,14.0
2025-02-06,24.78,8.4,44.8,931.0,57.0
2025-02-07,25.84,8.13,42.1,991.0,30.0
2025-02-08,27.62,9.71,40.4,926.0,55.0
2025-02-09,26.69,8.49,40.2,892.0,-6.0
2025-02-10,27.17,8.14,44.8,929.0,75.0
2025-02-11,25.34,6.27,42.3,923.0,31.0
2025-02-12,25.97,9.5,44.9,901.0,13.0
2025-02-13,26.43,7.29,40.5,1020.0,98.0
2025-02-14,27.42,9.16,41.8,892.0,4.0
2025-02-15,25.99,8.74,42.4,942.0,53.0
2025-02-16,26.72,7.4,41.4,881.0,18.0
2025-02-17,26.71,6.27,43.7,896.0,39.0
2025-02-18,27.52,7.39,42.4,869.0,37.0
2025-02-19,26.04,6.16,42.4,954.0,-6.0
2025-02-20,27.39,5.47,44.4,916.0,5.0
2025-02-21,26.36,6.77,43.1,897.0,51.0
2025-02-22,26.41,6.05,40.9,904.0,13.0
2025-02-23,27.33,9.69,41.6,912.0,29.0
2025-02-24,26.46,7.76,43.4,888.0,79.0
2025-02-25,27.16,5.11,42.9,983.0,40.0
2025-02-26,25.17,8.43,43.5,898.0,50.0
2025-02-27,25.55,5.07,41.3,938.0,32.0
2025-02-28,25.83,9.0,43.7,987.0,46.0
2025-03-01,27.18,8.55,40.2,995.0,20.0
2025-03-02,25.8,6.61,41.7,969.0,54.0
2025-03-03,26.73,9.89,44.3,919.0,30.0
2025-03-04,28.2,9.22,44.5,939.0,42.0
2025-03-05,26.03,7.93,44.5,933.0,86.0
2025-03-06,26.69,6.74,44.3,997.0,50.0
2025-03-07,27.38,7.81,44.2,975.0,50.0
2025-03-08,25.38,7.63,44.2,980.0,36.0
2025-03-09,26.44,5.22,42.0,997.0,47.0
2025-03-10,26.22,5.66,41.9,981.0,12.0
2025-03-11,27.02,8.35,40.7,954.0,37.0
2025-03-12,25.53,9.17,44.0,1014.0,17.0
2025-03-13,26.68,9.2,44.2,954.0,57.0
2025-03-14,27.39,6.05,40.3,927.0,49.0
2025-03-15,25.88,6.27,41.7,979.0,40.0
2025-03-16,26.69,6.08,44.7,1007.0,22.0
2025-03-17,27.09,9.77,43.6,917.0,19.0
2025-03-18,26.33,6.12,43.2,925.0,60.0
2025-03-19,27.13,8.89,43.5,947.0,52.0
2025-03-20,24.64,6.3,42.7,926.0,57.0
2025-03-21,25.39,8.88,42.6,949.0,66.0
2025-03-22,25.51,8.32,40.3,972.0,33.0
2025-03-23,25.84,9.63,43.6,999.0,38.0
2025-03-24,26.08,6.08,43.0,942.0,49.0
2025-03-25,25.92,8.07,41.5,915.0,47.0
2025-03-26,26.16,5.59,41.3,936.0,50.0
2025-03-27,26.81,6.71,41.6,993.0,55.0
2025-03-28,26.44,6.45,41.4,897.0,32.0
2025-03-29,26.29,6.97,42.1,932.0,41.0
2025-03-30,26.55,9.27,42.5,996.0,28.0
2025-03-31,26.89,5.22,45.0,928.0,15.0
2025-04-01,26.97,5.08,43.3,953.0,2.0
2025-04-02,26.09,6.59,44.8,892.0,39.0
2025-04-03,26.56,6.75,41.4,992.0,49.0
2025-04-04,26.82,5.58,44.2,946.0,43.0
2025-04-05,26.48,5.52,42.6,966.0,7.0
2025-04-06,26.74,8.06,43.7,980.0,26.0
2025-04-07,26.74,8.14,41.4,976.0,13.0
2025-04-08,26.52,9.4,44.0,949.0,21.0
2025-04-09,26.42,5.17,41.7,991.0,52.0
2025-04-10,26.46,6.69,40.7,945.0,49.0
2025-04-11,26.42,6.97,44.5,995.0,44.0
2025-04-12,26.49,8.42,42.1,926.0,39.0
2025-04-13,26.81,8.37,40.9,943.0,62.0
2025-04-14,26.96,5.02,40.3,1017.0,14.0
2025-04-15,26.39,5.03,44.4,947.0,58.0
2025-04-16,25.82,6.0,42.3,952.0,46.0
2025-04-17,25.34,9.14,40.7,1061.0,68.0
2025-04-18,24.83,6.46,42.2,938.0,37.0
2025-04-19,23.77,5.85,44.7,954.0,-8.0
2025-04-20,24.52,5.21,41.5,914.0,70.0
2025-04-21,25.28,5.58,43.9,933.0,60.0
2025-04-22,24.72,6.94,40.4,960.0,46.0
2025-04-23,23.99,7.55,44.7,989.0,41.0
2025-04-24,23.86,8.6,41.1,904.0,16.0
2025-04-25,22.98,9.22,40.8,936.0,29.0
2025-04-26,22.9,6.07,43.7,984.0,-9.0
2025-04-27,23.37,9.0,43.9,951.0,34.0
2025-04-28,24.56,5.87,40.3,871.0,18.0
2025-04-29,24.32,6.31,43.3,1010.0,58.0
2025-04-30,23.79,6.21,41.7,1008.0,21.0
2025-05-01,23.88,5.61,43.4,953.0,54.0
2025-05-02,23.75,9.61,40.3,935.0,64.0
2025-05-03,24.41,7.51,40.0,936.0,32.0
2025-05-04,24.51,8.61,40.2,933.0,44.0
2025-05-05,24.25,7.86,43.2,938.0,42.0
2025-05-06,24.25,6.7,40.2,901.0,26.0
2025-05-07,23.71,7.61,44.2,973.0,68.0
2025-05-08,23.95,5.43,40.4,948.0,55.0
2025-05-09,23.83,8.19,40.7,953.0,62.0
2025-05-10,23.06,7.79,44.0,859.0,56.0
2025-05-11,22.67,8.16,41.3,985.0,37.0
2025-05-12,23.06,9.13,43.3,924.0,56.0
2025-05-13,22.99,8.73,41.6,876.0,50.0
2025-05-14,22.44,5.01,40.3,953.0,49.0
2025-05-15,22.49,8.75,42.1,952.0,44.0
2025-05-16,22.22,6.29,44.5,933.0,56.0
2025-05-17,22.17,9.18,43.5,980.0,51.0
2025-05-18,22.23,8.89,41.3,898.0,38.0
2025-05-19,21.5,6.58,44.5,978.0,63.0
2025-05-20,21.68,7.57,42.4,902.0,59.0
2025-05-21,21.77,9.85,41.5,892.0,19.0
2025-05-22,21.54,7.05,41.0,950.0,22.0
2025-05-23,20.84,5.42,42.7,980.0,26.0
2025-05-24,21.99,6.72,40.1,1026.0,46.0
2025-05-25,21.73,9.85,40.5,920.0,56.0
2025-05-26,21.34,6.69,43.4,953.0,26.0
2025-05-27,20.77,6.88,44.4,999.0,71.0
2025-05-28,22.8,7.23,42.9,921.0,43.0
2025-05-29,21.57,9.38,40.2,916.0,80.0
2025-05-30,20.61,9.42,42.6,936.0,37.0
2025-05-31,22.42,9.52,44.4,983.0,53.0
2025-06-01,22.38,8.69,43.7,1011.0,73.0
2025-06-02,21.73,6.9,41.9,920.0,56.0
2025-06-03,20.26,9.55,44.4,916.0,42.0
2025-06-04,22.1,8.55,41.8,941.0,46.0
2025-06-05,21.52,7.48,44.0,892.0,59.0
2025-06-06,20.93,7.31,42.0,976.0,48.0
2025-06-07,22.34,8.73,43.0,983.0,23.0
2025-06-08,21.45,8.86,42.0,983.0,-10.0
2025-06-09,20.78,5.29,42.1,841.0,63.0
2025-06-10,22.76,6.63,44.2,971.0,40.0
2025-06-11,21.92,8.1,44.7,943.0,74.0
2025-06-12,21.61,7.39,41.7,994.0,67.0
2025-06-13,20.79,6.73,43.7,895.0,26.0
2025-06-14,21.78,5.43,42.1,964.0,32.0
2025-06-15,21.0,8.49,40.0,962.0,15.0
2025-06-16,19.88,6.85,43.8,960.0,51.0
2025-06-17,20.31,7.53,40.1,879.0,64.0
2025-06-18,21.14,9.1,41.3,902.0,17.0
2025-06-19,19.73,7.84,40.2,910.0,23.0
2025-06-20,21.13,5.85,40.2,947.0,79.0
2025-06-21,19.88,7.21,40.6,894.0,20.0
2025-06-22,21.11,9.0,43.6,954.0,53.0
2025-06-23,19.63,5.96,43.4,887.0,59.0
2025-06-24,20.03,6.48,42.5,952.0,38.0
2025-06-25,20.69,8.48,44.2,946.0,75.0
2025-06-26,21.67,8.15,43.3,901.0,-4.0
2025-06-27,20.65,5.9,42.5,936.0,38.0
2025-06-28,21.69,9.64,41.5,893.0,32.0
2025-06-29,20.09,5.64,42.0,936.0,34.0
2025-06-30,19.64,9.57,44.5,893.0,30.0
2025-07-01,20.86,5.87,41.7,981.0,85.0
2025-07-02,21.4,8.71,43.0,979.0,34.0
2025-07-03,19.92,7.88,43.6,949.0,45.0
2025-07-04,19.86,5.72,41.9,993.0,28.0
2025-07-05,20.4,7.11,41.1,936.0,20.0
2025-07-06,21.81,5.14,42.5,960.0,68.0
2025-07-07,20.37,5.48,41.4,905.0,50.0
2025-07-08,21.29,7.2,40.7,962.0,68.0
2025-07-09,19.68,6.77,43.9,1015.0,9.0
2025-07-10,20.2,8.38,43.1,912.0,21.0
2025-07-11,20.34,8.06,43.2,948.0,34.0
2025-07-12,20.95,8.29,44.5,1017.0,48.0
2025-07-13,21.01,5.06,43.6,892.0,62.0
2025-07-14,20.14,6.44,43.0,1040.0,24.0
2025-07-15,20.97,8.68,42.7,960.0,26.0
2025-07-16,21.73,8.7,44.3,921.0,31.0
2025-07-17,19.67,6.63,42.6,973.0,50.0
2025-07-18,19.61,5.67,43.5,929.0,44.0
2025-07-19,20.82,8.42,42.2,879.0,26.0
2025-07-20,21.61,5.47,44.6,958.0,41.0
2025-07-21,19.93,5.8,43.3,1013.0,4.0
2025-07-22,20.44,8.97,41.0,924.0,85.0
2025-07-23,21.67,8.88,41.8,944.0,17.0
2025-07-24,20.19,5.17,41.7,894.0,63.0
2025-07-25,20.45,9.14,42.0,977.0,53.0
2025-07-26,20.93,5.09,44.9,939.0,51.0
2025-07-27,21.23,5.14,42.4,935.0,-8.0
2025-07-28,20.26,5.66,43.0,991.0,45.0
2025-07-29,20.93,7.31,43.8,950.0,17.0
2025-07-30,21.09,8.81,41.1,919.0,48.0
2025-07-31,19.78,5.78,42.9,930.0,58.0
2025-08-01,20.33,9.82,43.6,964.0,34.0
2025-08-02,20.5,8.85,42.2,911.0,42.0
2025-08-03,21.35,6.75,44.2,986.0,46.0
2025-08-04,19.55,6.51,44.3,983.0,31.0
2025-08-05,19.52,7.72,41.0,923.0,19.0
2025-08-06,19.25,9.27,41.0,965.0,75.0
2025-08-07,19.58,6.25,44.7,984.0,87.0
2025-08-08,20.47,9.14,44.7,937.0,7.0
2025-08-09,20.66,9.1,43.7,931.0,36.0
2025-08-10,21.44,9.09,44.7,954.0,26.0
2025-08-11,20.03,8.17,42.6,953.0,71.0
2025-08-12,20.63,9.93,41.1,891.0,45.0
2025-08-13,21.16,8.45,42.7,906.0,16.0
2025-08-14,20.22,9.62,40.7,1007.0,66.0
2025-08-15,20.06,7.36,41.5,956.0,27.0
2025-08-16,20.5,6.1,43.3,965.0,33.0
2025-08-17,20.7,5.77,43.7,1006.0,28.0
2025-08-18,20.35,7.1,44.4,900.0,32.0
2025-08-19,20.59,7.19,43.2,950.0,25.0
2025-08-20,21.28,8.01,43.4,918.0,10.0
2025-08-21,18.81,5.96,40.7,946.0,30.0
2025-08-22,19.87,9.6,44.1,963.0,55.0
2025-08-23,20.7,5.11,42.5,897.0,57.0
2025-08-24,21.81,7.19,44.5,928.0,28.0
2025-08-25,19.69,6.66,40.6,955.0,46.0
2025-08-26,20.46,9.09,40.4,937.0,19.0
2025-08-27,20.75,5.04,41.2,945.0,49.0
2025-08-28,20.74,7.24,40.8,921.0,72.0
2025-08-29,20.8,5.59,44.8,939.0,27.0
2025-08-30,20.86,6.57,40.2,980.0,80.0
2025-08-31,21.62,9.38,43.0,925.0,45.0
2025-09-01,19.3,6.77,42.4,965.0,60.0
2025-09-02,19.6,8.36,42.3,994.0,10.0
2025-09-03,20.58,5.59,43.0,958.0,36.0
2025-09-04,20.56,8.91,40.6,999.0,64.0
2025-09-05,20.02,6.92,40.3,938.0,38.0
2025-09-06,20.23,5.01,43.1,948.0,28.0
2025-09-07,20.05,5.08,42.6,900.0,16.0
2025-09-08,20.32,6.04,43.3,922.0,34.0
2025-09-09,20.56,9.41,41.2,974.0,12.0
2025-09-10,21.23,7.6,41.2,923.0,81.0
2025-09-11,20.53,9.36,41.0,968.0,54.0
2025-09-12,21.61,7.89,42.8,968.0,45.0
2025-09-13,19.46,9.49,40.7,989.0,48.0
2025-09-14,20.96,8.94,42.7,904.0,34.0
2025-09-15,22.05,8.14,41.8,947.0,49.0
2025-09-16,19.62,9.11,42.4,938.0,72.0
2025-09-17,20.52,8.89,45.0,940.0,16.0
2025-09-18,21.27,9.75,44.7,1026.0,51.0
2025-09-19,20.23,7.83,43.9,995.0,30.0
2025-09-20,21.33,6.71,44.7,884.0,51.0
2025-09-21,19.75,7.55,40.3,933.0,18.0
2025-09-22,20.1,9.11,41.6,967.0,8.0
2025-09-23,20.84,5.74,41.0,1006.0,53.0
2025-09-24,21.18,8.23,40.2,911.0,25.0
2025-09-25,19.76,7.58,41.0,945.0,19.0
2025-09-26,20.8,8.23,41.3,964.0,58.0
2025-09-27,21.84,7.9,44.5,954.0,28.0
2025-09-28,20.68,9.47,41.2,938.0,31.0
2025-09-29,21.08,9.37,44.8,893.0,50.0
2025-09-30,19.56,9.3,43.9,898.0,37.0
2025-10-01,21.07,6.65,43.0,947.0,50.0
2025-10-02,19.99,8.93,42.9,947.0,36.0
2025-10-03,21.52,7.38,44.1,997.0,21.0
2025-10-04,19.95,5.13,41.6,908.0,55.0
2025-10-05,21.52,6.0,42.6,886.0,63.0
2025-10-06,19.96,10.0,42.2,946.0,26.0
2025-10-07,21.64,8.84,40.0,989.0,36.0
2025-10-08,20.5,6.99,42.2,1022.0,26.0
2025-10-09,21.34,6.67,43.1,939.0,49.0
2025-10-10,20.16,7.93,44.7,937.0,-15.0
2025-10-11,21.21,7.25,43.1,945.0,47.0
2025-10-12,20.08,7.0,43.5,924.0,55.0
2025-10-13,21.93,9.01,41.6,975.0,61.0
2025-10-14,21.04,7.63,40.1,1021.0,28.0
2025-10-15,20.49,8.26,42.7,1004.0,43.0
2025-10-16,21.82,9.06,41.4,937.0,46.0
2025-10-17,20.65,5.73,41.5,960.0,16.0
2025-10-18,21.66,9.2,40.3,956.0,49.0
2025-10-19,20.76,6.89,43.3,919.0,60.0
2025-10-20,22.04,8.43,44.7,996.0,40.0
2025-10-21,21.05,6.09,44.0,924.0,2.0
2025-10-22,20.22,8.46,41.2,978.0,36.0
2025-10-23,21.38,9.06,42.5,939.0,16.0
2025-10-24,20.78,9.96,40.8,955.0,70.0
2025-10-25,22.75,6.24,43.0,879.0,43.0
2025-10-26,21.31,6.59,40.9,978.0,47.0
2025-10-27,20.56,5.06,42.6,976.0,64.0
2025-10-28,21.53,8.99,44.1,902.0,91.0
2025-10-29,21.14,8.93,40.7,931.0,49.0
2025-10-30,20.52,7.01,43.7,988.0,42.0
2025-10-31,21.88,9.97,40.9,898.0,45.0
2025-11-01,20.82,5.75,42.1,889.0,36.0
2025-11-02,22.6,9.26,44.0,962.0,49.0
2025-11-03,21.47,6.02,43.0,994.0,66.0
2025-11-04,21.01,6.59,44.8,893.0,31.0
2025-11-05,20.21,6.76,42.7,963.0,21.0
2025-11-06,21.76,5.15,42.2,962.0,41.0
2025-11-07,21.94,9.23,43.3,934.0,58.0
2025-11-08,21.15,6.73,43.2,1005.0,29.0
2025-11-09,21.11,6.24,43.3,956.0,57.0
2025-11-10,21.67,5.12,41.8,900.0,58.0
2025-11-11,21.73,6.47,44.0,956.0,57.0
2025-11-12,21.42,8.95,44.1,929.0,54.0
2025-11-13,21.39,5.39,41.2,990.0,8.0
