Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2025-06-21,19.38,12.21,46.3,432.0,67.0
2025-06-22,20.96,12.3,53.4,483.0,38.0
2025-06-23,19.5,13.78,47.0,506.0,25.0
2025-06-24,20.6,14.96,52.2,432.0,77.0
2025-06-25,20.07,15.49,50.0,439.0,90.0
2025-06-26,19.01,14.97,54.3,491.0,63.0
2025-06-27,21.03,12.3,49.3,453.0,56.0
2025-06-28,19.99,16.89,48.2,467.0,99.0
2025-06-29,19.91,17.03,51.3,479.0,34.0
2025-06-30,21.81,14.77,52.8,391.0,58.0
2025-07-01,20.27,15.45,49.7,459.0,36.0
2025-07-02,19.41,12.13,52.4,504.0,39.0
2025-07-03,20.83,15.43,51.6,488.0,68.0
2025-07-04,19.96,17.01,49.3,502.0,51.0
2025-07-05,20.9,13.03,46.1,525.0,38.0
2025-07-06,19.25,17.47,52.7,460.0,61.0
2025-07-07,20.03,17.92,47.1,349.0,67.0
2025-07-08,19.51,15.97,47.1,425.0,34.0
2025-07-09,20.86,15.88,53.4,470.0,101.0
2025-07-10,18.9,12.12,49.7,440.0,45.0
2025-07-11,19.03,13.04,52.6,397.0,12.0
2025-07-12,20.32,16.49,51.3,470.0,49.0
2025-07-13,19.33,17.71,45.6,454.0,84.0
2025-07-14,20.17,15.74,45.0,446.0,47.0
2025-07-15,19.27,16.22,49.1,436.0,64.0
2025-07-16,19.74,13.93,50.0,450.0,41.0
2025-07-17,21.3,12.69,54.4,469.0,41.0
2025-07-18,19.26,16.1,47.0,467.0,31.0
2025-07-19,19.59,14.1,52.2,494.0,61.0
2025-07-20,19.74,16.2,50.2,459.0,14.0
2025-07-21,20.09,12.54,52.6,429.0,54.0
2025-07-22,18.42,14.97,52.6,384.0,70.0
2025-07-23,18.46,12.17,48.6,485.0,43.0
2025-07-24,19.57,13.93,54.1,492.0,13.0
2025-07-25,20.26,13.39,54.9,469.0,92.0
2025-07-26,18.5,16.51,45.0,411.0,73.0
2025-07-27,19.52,17.52,54.1,430.0,71.0
2025-07-28,19.92,15.19,50.2,460.0,80.0
2025-07-29,20.48,17.47,51.8,485.0,40.0
2025-07-30,19.25,16.05,53.1,414.0,43.0
2025-07-31,19.83,16.67,52.5,398.0,55.0
2025-08-01,20.55,16.04,47.2,428.0,99.0
2025-08-02,18.64,14.27,48.0,464.0,32.0
2025-08-03,19.65,13.08,53.9,452.0,27.0
2025-08-04,20.33,13.41,49.9,531.0,74.0
2025-08-05,19.49,14.49,46.4,484.0,53.0
2025-08-06,19.46,13.9,48.7,501.0,57.0
2025-08-07,19.62,16.31,48.7,428.0,40.0
2025-08-08,20.43,16.17,53.0,392.0,61.0
2025-08-09,18.67,15.11,54.9,428.0,49.0
2025-08-10,18.9,14.21,49.3,406.0,104.0
2025-08-11,19.68,13.2,54.5,436.0,71.0
2025-08-12,19.63,17.48,45.1,460.0,33.0
2025-08-13,20.39,14.29,51.1,426.0,100.0
2025-08-14,18.66,16.08,48.8,450.0,105.0
2025-08-15,19.82,14.85,54.8,439.0,20.0
2025-08-16,19.81,15.48,46.5,459.0,66.0
2025-08-17,20.68,15.84,50.6,432.0,33.0
2025-08-18,19.04,14.93,50.3,483.0,11.0
2025-08-19,19.11,17.55,45.0,461.0,31.0
2025-08-20,20.24,12.22,48.1,507.0,45.0
2025-08-21,18.4,16.76,47.9,434.0,96.0
2025-08-22,19.15,16.97,54.6,508.0,81.0
2025-08-23,20.41,12.72,52.2,410.0,42.0
2025-08-24,18.95,13.03,47.3,414.0,83.0
2025-08-25,19.81,13.63,53.5,446.0,53.0
2025-08-26,20.34,12.16,47.5,412.0,67.0
2025-08-27,18.51,17.45,47.7,420.0,28.0
2025-08-28,19.72,17.81,52.8,513.0,-2.0
2025-08-29,19.83,17.74,50.7,374.0,89.0
2025-08-30,20.13,15.26,51.4,474.0,56.0
2025-08-31,18.38,16.46,45.4,468.0,39.0
2025-09-01,19.65,16.51,51.1,499.0,76.0
2025-09-02,20.33,12.85,50.0,403.0,58.0
2025-09-03,18.77,13.89,51.4,471.0,82.0
2025-09-04,19.53,16.6,51.5,438.0,60.0
2025-09-05,20.13,16.93,52.5,466.0,80.0
2025-09-06,19.08,16.36,54.8,468.0,38.0
2025-09-07,19.98,12.1,53.7,423.0,53.0
2025-09-08,20.82,16.73,52.5,402.0,19.0
2025-09-09,19.49,17.84,48.6,468.0,90.0
2025-09-10,20.71,13.14,52.8,429.0,30.0
2025-09-11,19.08,16.25,49.0,470.0,59.0
2025-09-12,19.9,17.86,48.5,430.0,71.0
2025-09-13,20.46,17.0,48.7,438.0,61.0
2025-09-14,19.22,14.83,45.7,497.0,53.0
2025-09-15,19.69,15.92,51.6,376.0,76.0
2025-09-16,20.87,12.49,53.5,466.0,76.0
2025-09-17,19.11,16.07,52.9,412.0,47.0
2025-09-18,19.83,14.42,45.5,404.0,41.0
2025-09-19,19.97,14.75,53.1,486.0,54.0
2025-09-20,21.16,13.33,49.2,476.0,102.0
2025-09-21,19.17,17.01,46.5,445.0,48.0
2025-09-22,20.27,16.97,54.8,457.0,19.0
2025-09-23,18.63,15.74,47.5,443.0,67.0
2025-09-24,19.21,13.54,50.6,474.0,35.0
2025-09-25,19.84,17.59,51.8,517.0,91.0
2025-09-26,21.29,14.77,47.7,450.0,46.0
2025-09-27,19.35,14.38,48.9,470.0,70.0
2025-09-28,19.46,13.48,52.8,442.0,70.0
2025-09-29,20.62,13.51,54.8,448.0,50.0
2025-09-30,19.33,16.46,47.5,449.0,38.0
2025-10-01,19.91,13.77,48.4,514.0,84.0
2025-10-02,21.87,15.21,50.9,467.0,56.0
2025-10-03,21.09,12.75,47.3,452.0,74.0
2025-10-04,19.88,17.1,47.0,449.0,64.0
2025-10-05,21.17,13.16,54.5,384.0,87.0
2025-10-06,20.17,14.0,48.4,476.0,73.0
2025-10-07,19.71,13.66,52.7,454.0,48.0
2025-10-08,21.2,12.37,53.1,415.0,84.0
2025-10-09,19.79,12.74,54.2,436.0,48.0
2025-10-10,21.58,13.35,53.4,490.0,84.0
2025-10-11,20.29,16.4,45.1,371.0,94.0
2025-10-12,19.79,12.3,53.8,454.0,84.0
2025-10-13,20.92,12.65,54.9,393.0,50.0
2025-10-14,19.77,13.38,54.7,456.0,29.0
2025-10-15,20.93,13.33,54.5,504.0,34.0
2025-10-16,20.49,15.86,54.2,426.0,62.0
2025-10-17,19.95,17.15,54.4,396.0,19.0
2025-10-18,21.53,16.18,45.2,487.0,72.0
2025-10-19,20.66,15.02,50.5,437.0,97.0
2025-10-20,19.43,14.89,54.1,478.0,71.0
2025-10-21,21.4,16.86,49.6,444.0,64.0
2025-10-22,21.34,14.54,50.5,440.0,78.0
2025-10-23,20.86,15.93,50.5,415.0,57.0
2025-10-24,20.14,15.39,52.6,417.0,39.0
2025-10-25,19.78,15.46,53.6,405.0,45.0
2025-10-26,21.39,17.23,47.8,427.0,49.0
2025-10-27,20.23,13.58,46.2,483.0,54.0
2025-10-28,20.04,17.8,51.3,423.0,52.0
2025-10-29,19.9,16.92,47.4,475.0,79.0
2025-10-30,21.75,17.32,53.0,443.0,73.0
2025-10-31,21.27,13.26,54.3,526.0,34.0
2025-11-01,20.94,16.34,46.4,446.0,17.0
2025-11-02,20.46,14.7,52.2,430.0,45.0
2025-11-03,19.75,16.28,52.1,395.0,67.0
2025-11-04,22.56,12.18,46.3,365.0,88.0
2025-11-05,21.63,14.69,48.4,458.0,35.0
2025-11-06,21.08,12.18,48.1,509.0,77.0
2025-11-07,20.67,12.56,46.0,457.0,42.0
2025-11-08,20.89,12.77,50.5,391.0,77.0
2025-11-09,21.02,15.13,46.7,481.0,91.0
2025-11-10,21.04,13.15,45.1,491.0,77.0
2025-11-11,20.69,17.14,47.5,530.0,75.0
2025-11-12,19.96,15.26,54.5,384.0,82.0
2025-11-13,21.33,12.17,53.2,481.0,35.0
