Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2025-02-03,24.97,13.79,47.7,663.0,79.0
2025-02-04,24.78,10.71,45.8,731.0,64.0
2025-02-05,23.57,13.95,40.4,675.0,12.0
2025-02-06,25.2,11.52,44.4,648.0,57.0
2025-02-07,24.74,14.99,40.8,676.0,49.0
2025-02-08,24.46,14.82,43.1,671.0,75.0
2025-02-09,24.33,10.4,48.4,697.0,33.0
2025-02-10,23.56,12.7,40.6,733.0,40.0
2025-02-11,25.43,12.09,41.4,634.0,66.0
2025-02-12,24.44,10.02,47.2,654.0,65.0
2025-02-13,23.63,13.71,41.3,687.0,51.0
2025-02-14,24.57,13.75,48.1,633.0,87.0
2025-02-15,22.83,10.42,41.0,749.0,26.0
2025-02-16,24.7,10.78,40.8,684.0,110.0
2025-02-17,24.41,12.5,43.3,756.0,47.0
2025-02-18,23.78,11.17,47.5,655.0,7.0
2025-02-19,25.17,10.09,45.2,673.0,86.0
2025-02-20,24.55,10.19,40.7,626.0,45.0
2025-02-21,24.35,11.0,49.1,721.0,97.0
2025-02-22,23.72,11.38,40.4,648.0,46.0
2025-02-23,25.03,12.75,42.8,706.0,74.0
2025-02-24,24.33,14.61,46.9,650.0,25.0
2025-02-25,23.74,14.64,43.0,686.0,76.0
2025-02-26,25.22,12.9,42.2,731.0,32.0
2025-02-27,24.44,11.74,46.2,684.0,86.0
2025-02-28,23.64,13.36,46.3,592.0,71.0
2025-03-01,25.71,13.42,43.1,680.0,42.0
2025-03-02,24.87,13.36,44.9,667.0,75.0
2025-03-03,23.93,12.55,49.7,673.0,67.0
2025-03-04,25.88,10.7,48.4,649.0,67.0
2025-03-05,25.89,10.91,41.6,717.0,69.0
2025-03-06,25.19,12.14,44.0,725.0,109.0
2025-03-07,23.85,12.16,49.4,609.0,57.0
2025-03-08,24.75,11.07,44.7,695.0,81.0
2025-03-09,23.97,10.44,45.6,663.0,51.0
2025-03-10,24.59,14.96,43.0,702.0,77.0
2025-03-11,24.43,13.32,46.5,612.0,60.0
2025-03-12,23.62,10.77,47.2,691.0,10.0
2025-03-13,25.01,10.08,45.9,649.0,15.0
2025-03-14,23.78,10.98,47.4,635.0,42.0
2025-03-15,25.86,12.8,49.8,592.0,60.0
2025-03-16,24.24,12.26,48.9,640.0,72.0
2025-03-17,23.96,10.1,48.1,677.0,41.0
2025-03-18,25.89,11.98,47.7,703.0,63.0
2025-03-19,24.47,14.94,43.4,748.0,39.0
2025-03-20,23.9,11.27,42.5,659.0,41.0
2025-03-21,25.87,12.96,49.7,606.0,48.0
2025-03-22,25.34,12.44,41.0,645.0,86.0
2025-03-23,24.45,10.77,41.3,677.0,75.0
2025-03-24,23.21,10.6,43.3,608.0,26.0
2025-03-25,24.71,14.0,44.7,690.0,54.0
2025-03-26,23.96,10.65,48.4,686.0,7.0
2025-03-27,24.72,13.77,41.6,731.0,8.0
2025-03-28,23.44,11.77,42.9,604.0,78.0
2025-03-29,24.39,12.17,43.7,595.0,-2.0
2025-03-30,23.63,11.02,42.0,629.0,53.0
2025-03-31,24.93,14.95,46.5,728.0,86.0
2025-04-01,23.85,14.09,42.5,642.0,83.0
2025-04-02,24.78,12.19,48.3,616.0,70.0
2025-04-03,23.27,13.95,42.8,655.0,31.0
2025-04-04,24.64,14.33,46.9,608.0,4.0
2025-04-05,23.37,13.12,41.3,664.0,69.0
2025-04-06,24.64,13.54,41.3,643.0,97.0
2025-04-07,22.56,13.85,41.2,748.0,69.0
2025-04-08,24.75,14.2,43.6,735.0,59.0
2025-04-09,22.95,13.89,45.1,702.0,35.0
2025-04-10,23.04,12.45,48.1,668.0,29.0
2025-04-11,23.59,11.02,42.6,702.0,8.0
2025-04-12,24.43,13.15,45.3,663.0,46.0
2025-04-13,22.8,10.68,44.7,603.0,54.0
2025-04-14,24.01,12.97,41.5,688.0,65.0
2025-04-15,22.84,13.75,49.3,604.0,69.0
2025-04-16,23.92,12.32,41.7,717.0,13.0
2025-04-17,24.73,12.36,41.9,615.0,60.0
2025-04-18,23.79,14.13,44.8,621.0,60.0
2025-04-19,24.96,12.46,43.5,761.0,82.0
2025-04-20,22.99,14.17,41.4,624.0,91.0
2025-04-21,23.0,12.66,42.3,710.0,68.0
2025-04-22,23.81,12.79,49.0,618.0,49.0
2025-04-23,23.82,13.22,40.0,604.0,106.0
2025-04-24,24.81,13.36,47.0,643.0,37.0
2025-04-25,23.86,12.73,46.6,679.0,55.0
2025-04-26,23.85,10.79,41.5,723.0,93.0
2025-04-27,24.12,13.01,47.0,683.0,75.0
2025-04-28,22.86,12.96,49.0,679.0,129.0
2025-04-29,23.62,13.64,41.6,658.0,48.0
2025-04-30,24.67,13.59,44.6,750.0,60.0
2025-05-01,22.47,12.72,46.9,685.0,24.0
2025-05-02,23.13,13.96,45.4,607.0,51.0
2025-05-03,23.1,13.42,42.8,694.0,97.0
2025-05-04,23.27,13.94,48.6,753.0,86.0
2025-05-05,23.09,13.91,42.5,633.0,78.0
2025-05-06,23.76,11.04,48.8,595.0,77.0
2025-05-07,23.56,11.26,46.0,620.0,44.0
2025-05-08,23.29,10.93,48.9,684.0,71.0
2025-05-09,22.92,13.23,40.0,710.0,65.0
2025-05-10,23.37,12.91,48.0,670.0,117.0
2025-05-11,23.68,13.89,43.6,722.0,51.0
2025-05-12,22.99,12.95,45.3,672.0,51.0
2025-05-13,22.99,14.5,40.4,765.0,45.0
2025-05-14,23.44,11.07,45.7,633.0,51.0
2025-05-15,22.85,14.66,41.6,576.0,33.0
2025-05-16,22.71,10.98,44.9,660.0,62.0
2025-05-17,23.26,11.33,46.2,685.0,27.0
2025-05-18,23.05,12.91,40.2,727.0,17.0
2025-05-19,23.46,12.79,40.5,646.0,26.0
2025-05-20,23.15,13.44,47.6,646.0,64.0
2025-05-21,22.37,11.68,44.9,729.0,66.0
2025-05-22,21.88,14.02,49.7,674.0,35.0
2025-05-23,23.54,13.49,46.5,583.0,64.0
2025-05-24,23.63,13.63,44.8,687.0,86.0
2025-05-25,23.2,14.52,45.9,659.0,57.0
2025-05-26,22.55,10.27,45.9,712.0,12.0
2025-05-27,22.21,14.05,44.5,600.0,30.0
2025-05-28,22.41,12.13,44.3,743.0,54.0
2025-05-29,22.07,12.96,43.4,583.0,95.0
2025-05-30,21.98,12.9,42.6,727.0,104.0
2025-05-31,23.21,12.28,49.6,666.0,80.0
2025-06-01,22.45,11.01,45.6,657.0,49.0
2025-06-02,21.06,13.3,40.6,756.0,85.0
2025-06-03,23.16,11.08,41.8,574.0,58.0
2025-06-04,22.1,13.44,41.8,732.0,37.0
2025-06-05,21.57,10.7,43.4,745.0,52.0
2025-06-06,22.78,12.47,45.7,605.0,53.0
2025-06-07,21.71,13.98,47.3,703.0,56.0
2025-06-08,22.82,10.04,43.2,720.0,72.0
2025-06-09,21.75,15.0,45.6,680.0,31.0
2025-06-10,23.36,10.68,49.8,663.0,69.0
2025-06-11,22.13,13.54,40.6,596.0,63.0
2025-06-12,21.16,10.21,45.2,774.0,86.0
2025-06-13,22.71,11.02,49.6,765.0,81.0
2025-06-14,22.49,12.56,48.7,676.0,51.0
2025-06-15,21.22,11.47,44.4,716.0,47.0
2025-06-16,22.96,13.74,49.3,685.0,47.0
2025-06-17,22.23,12.88,46.8,699.0,45.0
2025-06-18,20.81,14.96,48.7,640.0,66.0
2025-06-19,22.16,14.31,44.5,670.0,44.0
2025-06-20,21.7,13.17,40.4,726.0,52.0
2025-06-21,21.88,14.91,42.9,751.0,57.0
2025-06-22,22.73,11.13,48.6,679.0,62.0
2025-06-23,21.62,12.3,45.7,664.0,104.0
2025-06-24,22.62,12.08,40.6,668.0,47.0
2025-06-25,21.4,10.57,47.4,625.0,51.0
2025-06-26,23.46,14.32,46.0,704.0,45.0
2025-06-27,22.82,12.7,45.1,615.0,104.0
2025-06-28,21.88,11.69,49.9,694.0,100.0
2025-06-29,23.01,14.45,41.1,729.0,19.0
2025-06-30,22.21,13.8,40.3,664.0,74.0
2025-07-01,20.47,13.18,41.1,719.0,58.0
2025-07-02,21.58,13.05,49.2,689.0,117.0
2025-07-03,22.74,10.8,42.4,728.0,19.0
2025-07-04,21.2,11.5,48.4,652.0,13.0
2025-07-05,21.79,10.12,44.6,760.0,54.0
2025-07-06,22.42,13.29,45.1,653.0,72.0
2025-07-07,21.0,10.11,47.6,629.0,62.0
2025-07-08,21.65,12.64,42.4,652.0,61.0
2025-07-09,22.72,12.36,45.1,659.0,27.0
2025-07-10,21.52,13.3,48.0,613.0,47.0
2025-07-11,22.38,14.52,47.1,703.0,-10.0
2025-07-12,20.51,11.56,44.6,756.0,88.0
2025-07-13,21.97,10.29,46.8,652.0,57.0
2025-07-14,22.22,13.77,45.0,724.0,37.0
2025-07-15,20.82,11.76,44.3,729.0,66.0
2025-07-16,22.23,11.37,45.7,613.0,50.0
2025-07-17,20.28,11.73,46.6,664.0,21.0
2025-07-18,21.09,13.06,40.9,616.0,35.0
2025-07-19,22.14,13.05,47.0,656.0,25.0
2025-07-20,19.86,12.98,40.2,779.0,63.0
2025-07-21,21.12,10.24,49.6,641.0,67.0
2025-07-22,21.16,13.13,44.1,648.0,33.0
2025-07-23,22.01,10.59,47.6,577.0,34.0
2025-07-24,19.93,13.82,47.0,661.0,50.0
2025-07-25,20.89,12.93,41.4,676.0,43.0
2025-07-26,21.67,12.16,44.5,700.0,20.0
2025-07-27,22.56,12.06,42.2,687.0,90.0
2025-07-28,20.89,14.05,49.6,706.0,73.0
2025-07-29,22.27,12.34,41.4,685.0,86.0
2025-07-30,20.21,10.05,40.0,697.0,96.0
2025-07-31,20.32,13.53,46.4,736.0,68.0
2025-08-01,21.06,10.97,47.7,643.0,59.0
2025-08-02,21.06,11.73,43.3,602.0,91.0
2025-08-03,20.97,14.22,47.6,612.0,80.0
2025-08-04,21.7,11.8,47.8,671.0,59.0
2025-08-05,22.27,10.28,49.0,649.0,91.0
2025-08-06,20.9,12.56,40.8,674.0,47.0
2025-08-07,21.23,10.1,44.6,689.0,80.0
2025-08-08,21.85,12.28,47.3,586.0,38.0
2025-08-09,21.66,13.02,42.7,635.0,34.0
2025-08-10,21.62,12.58,44.8,756.0,65.0
2025-08-11,21.6,14.27,45.0,685.0,39.0
2025-08-12,21.81,11.39,47.1,709.0,53.0
2025-08-13,22.46,13.77,43.7,632.0,65.0
2025-08-14,20.95,13.43,41.9,603.0,26.0
2025-08-15,21.23,11.0,48.0,690.0,67.0
2025-08-16,22.17,13.34,42.4,653.0,76.0
2025-08-17,20.67,11.1,49.5,685.0,57.0
2025-08-18,21.11,11.03,47.4,657.0,53.0
2025-08-19,21.48,14.16,48.2,649.0,75.0
2025-08-20,21.73,11.58,44.5,724.0,101.0
2025-08-21,22.82,11.2,45.1,752.0,62.0
2025-08-22,20.61,10.32,48.9,610.0,34.0
2025-08-23,20.83,13.32,47.4,757.0,3.0
2025-08-24,21.82,11.2,48.2,670.0,48.0
2025-08-25,22.34,13.04,44.8,718.0,42.0
2025-08-26,20.43,14.39,43.3,710.0,80.0
2025-08-27,20.69,13.9,43.4,588.0,25.0
2025-08-28,21.94,13.42,40.9,719.0,70.0
2025-08-29,22.41,11.26,41.1,730.0,60.0
2025-08-30,21.15,11.44,47.7,731.0,52.0
2025-08-31,21.56,12.14,45.8,582.0,49.0
2025-09-01,21.89,13.82,48.7,637.0,52.0
2025-09-02,21.93,12.71,45.8,598.0,66.0
2025-09-03,22.5,11.78,43.0,673.0,67.0
2025-09-04,20.94,12.94,43.8,660.0,83.0
2025-09-05,21.34,14.95,48.4,634.0,82.0
2025-09-06,22.19,11.82,43.9,683.0,29.0
2025-09-07,20.38,10.15,45.3,657.0,42.0
2025-09-08,20.88,13.95,47.3,637.0,36.0
2025-09-09,20.95,13.52,49.3,675.0,66.0
2025-09-10,21.33,13.16,40.2,649.0,91.0
2025-09-11,21.51,12.09,44.5,761.0,62.0
2025-09-12,22.23,13.42,41.7,725.0,56.0
2025-09-13,20.68,14.53,46.6,680.0,71.0
2025-09-14,21.29,12.51,41.6,756.0,41.0
2025-09-15,22.12,13.0,42.3,750.0,86.0
2025-09-16,21.41,13.03,41.9,706.0,72.0
2025-09-17,22.3,12.88,41.8,639.0,52.0
2025-09-18,20.4,11.65,41.9,602.0,41.0
2025-09-19,21.54,13.72,44.4,728.0,60.0
2025-09-20,22.18,11.65,43.4,647.0,-13.0
2025-09-21,20.87,12.51,46.7,685.0,65.0
2025-09-22,22.37,14.02,48.3,617.0,40.0
2025-09-23,21.48,14.62,40.7,732.0,21.0
2025-09-24,22.15,11.14,44.7,726.0,33.0
2025-09-25,21.42,10.08,46.3,729.0,35.0
2025-09-26,23.0,13.37,49.9,590.0,64.0
2025-09-27,21.58,14.37,40.5,639.0,44.0
2025-09-28,22.24,13.22,41.7,670.0,48.0
2025-09-29,20.46,11.07,43.6,651.0,98.0
2025-09-30,21.69,10.64,42.7,699.0,21.0
2025-10-01,23.16,12.13,43.5,669.0,89.0
2025-10-02,21.65,13.37,45.3,761.0,51.0
2025-10-03,22.57,12.84,45.4,670.0,45.0
2025-10-04,21.56,11.06,40.6,596.0,52.0
2025-10-05,22.26,12.7,49.7,745.0,67.0
2025-10-06,20.57,12.46,48.5,627.0,45.0
2025-10-07,22.64,14.47,47.4,705.0,25.0
2025-10-08,21.23,12.37,47.3,729.0,65.0
2025-10-09,22.2,14.18,40.4,786.0,81.0
2025-10-10,20.65,11.8,45.0,643.0,43.0
2025-10-11,21.98,11.03,41.1,641.0,78.0
2025-10-12,22.74,11.16,49.8,720.0,65.0
2025-10-13,21.92,12.21,42.0,716.0,58.0
2025-10-14,23.51,12.51,47.4,586.0,19.0
2025-10-15,22.8,13.1,41.8,737.0,9.0
2025-10-16,21.25,11.67,44.2,621.0,94.0
2025-10-17,22.46,13.23,41.1,649.0,64.0
2025-10-18,22.8,14.6,49.8,626.0,64.0
2025-10-19,22.26,11.32,42.9,685.0,48.0
2025-10-20,22.03,12.28,40.4,666.0,43.0
2025-10-21,20.57,14.53,43.1,726.0,38.0
2025-10-22,22.51,11.0,42.4,680.0,48.0
2025-10-23,21.38,14.03,42.4,662.0,104.0
2025-10-24,23.49,10.94,48.1,612.0,54.0
2025-10-25,22.85,14.83,44.0,678.0,36.0
2025-10-26,21.74,14.86,47.9,697.0,38.0
2025-10-27,23.25,11.12,46.1,729.0,13.0
2025-10-28,22.07,14.69,44.8,629.0,49.0
2025-10-29,21.53,14.47,47.0,658.0,43.0
2025-10-30,23.23,10.87,45.7,648.0,30.0
2025-10-31,22.65,12.83,47.1,707.0,29.0
2025-11-01,22.36,14.79,48.0,681.0,21.0
2025-11-02,21.44,13.03,47.4,747.0,87.0
2025-11-03,23.61,13.55,49.2,672.0,120.0
2025-11-04,22.75,13.11,49.3,692.0,64.0
2025-11-05,22.21,10.26,44.2,739.0,66.0
2025-11-06,21.92,13.63,45.2,702.0,85.0
2025-11-07,23.45,12.31,44.3,704.0,77.0
2025-11-08,23.9,10.54,41.4,707.0,101.0
2025-11-09,23.53,11.78,47.3,697.0,40.0
2025-11-10,23.13,14.71,40.1,573.0,43.0
2025-11-11,23.01,14.48,46.7,666.0,58.0
2025-11-12,23.03,14.92,44.1,639.0,37.0
2025-11-13,22.91,13.16,49.2,631.0,34.0
