Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2025-08-12,18.64,7.45,63.0,110.0,55.0
2025-08-13,17.61,5.96,60.8,87.0,60.0
2025-08-14,18.55,6.99,63.6,147.0,47.0
2025-08-15,17.44,6.93,62.1,166.0,25.0
2025-08-16,18.61,6.07,60.7,106.0,57.0
2025-08-17,17.05,5.77,61.3,130.0,38.0
2025-08-18,17.9,5.61,62.9,79.0,43.0
2025-08-19,18.11,6.65,64.6,164.0,65.0
2025-08-20,16.77,5.05,64.2,137.0,58.0
2025-08-21,17.48,6.35,64.7,136.0,66.0
2025-08-22,18.02,7.71,64.5,72.0,35.0
2025-08-23,16.17,7.73,63.9,147.0,45.0
2025-08-24,17.66,5.95,64.8,164.0,25.0
2025-08-25,18.48,6.22,60.0,169.0,52.0
2025-08-26,16.89,5.49,61.7,114.0,31.0
2025-08-27,17.86,6.09,62.0,112.0,28.0
2025-08-28,19.11,7.04,60.1,80.0,38.0
2025-08-29,17.91,7.92,63.2,151.0,22.0
2025-08-30,19.26,7.96,62.5,146.0,63.0
2025-08-31,18.22,5.78,64.3,101.0,68.0
2025-09-01,17.29,6.62,63.2,106.0,36.0
2025-09-02,18.36,6.78,60.6,96.0,6.0
2025-09-03,16.66,6.33,62.4,98.0,53.0
2025-09-04,18.17,5.41,63.1,115.0,66.0
2025-09-05,17.79,7.02,64.8,154.0,71.0
2025-09-06,18.77,5.09,63.7,165.0,44.0
2025-09-07,17.76,6.68,62.1,146.0,42.0
2025-09-08,18.99,7.06,64.9,99.0,28.0
2025-09-09,17.81,6.82,61.5,145.0,44.0
2025-09-10,18.98,5.64,61.9,89.0,55.0
2025-09-11,18.26,7.6,64.9,111.0,12.0
2025-09-12,16.61,6.0,62.8,131.0,26.0
2025-09-13,17.96,6.66,64.6,99.0,31.0
2025-09-14,18.99,5.7,63.0,97.0,46.0
2025-09-15,17.67,6.75,64.4,85.0,37.0
2025-09-16,18.85,7.67,62.5,134.0,36.0
2025-09-17,17.62,6.52,63.8,154.0,65.0
2025-09-18,19.14,7.3,60.5,100.0,30.0
2025-09-19,18.29,6.67,61.7,121.0,33.0
2025-09-20,17.17,5.95,61.4,113.0,22.0
2025-09-21,18.5,5.16,63.4,129.0,32.0
2025-09-22,16.88,6.68,60.1,109.0,35.0
2025-09-23,17.88,7.01,64.9,98.0,43.0
2025-09-24,18.71,5.84,61.2,137.0,10.0
2025-09-25,18.62,5.41,62.0,120.0,3.0
2025-09-26,17.67,7.71,63.6,112.0,39.0
2025-09-27,19.17,5.55,64.4,91.0,28.0
2025-09-28,17.49,5.66,64.1,110.0,33.0
2025-09-29,18.77,7.75,61.7,193.0,3.0
2025-09-30,16.98,5.78,61.3,128.0,34.0
2025-10-01,18.84,7.38,62.3,90.0,52.0
2025-10-02,18.28,5.2,64.5,99.0,63.0
2025-10-03,17.77,7.93,64.6,139.0,34.0
2025-10-04,18.81,5.76,62.7,117.0,44.0
2025-10-05,17.96,5.23,60.8,157.0,47.0
2025-10-06,19.29,7.24,60.3,74.0,3.0
2025-10-07,18.58,7.9,61.8,142.0,43.0
2025-10-08,18.0,5.51,64.2,117.0,37.0
2025-10-09,17.51,5.3,60.5,126.0,54.0
2025-10-10,19.38,7.31,63.1,134.0,42.0
2025-10-11,18.65,5.54,61.1,119.0,37.0
2025-10-12,18.0,5.95,62.7,144.0,47.0
2025-10-13,19.75,5.24,62.5,140.0,61.0
2025-10-14,18.2,7.76,60.2,81.0,53.0
2025-10-15,18.35,6.51,62.1,168.0,40.0
2025-10-16,17.55,6.54,63.0,70.0,43.0
2025-10-17,19.73,7.84,61.4,125.0,49.0
2025-10-18,18.56,6.24,64.8,95.0,54.0
2025-10-19,18.09,5.37,62.8,115.0,4.0
2025-10-20,17.8,7.21,60.2,122.0,23.0
2025-10-21,20.12,5.69,62.5,107.0,10.0
2025-10-22,18.32,5.74,61.4,93.0,34.0
2025-10-23,18.34,7.7,60.1,154.0,30.0
2025-10-24,17.55,6.98,64.3,149.0,8.0
2025-10-25,20.27,5.39,61.5,176.0,41.0
2025-10-26,17.88,5.3,60.5,141.0,47.0
2025-10-27,19.38,5.89,60.4,150.0,59.0
2025-10-28,19.63,7.18,62.0,119.0,15.0
2025-10-29,20.47,6.52,60.5,144.0,61.0
2025-10-30,18.1,6.94,64.1,134.0,58.0
2025-10-31,18.99,7.48,62.7,165.0,19.0
2025-11-01,19.11,6.16,63.9,119.0,25.0
2025-11-02,19.56,5.45,62.7,139.0,25.0
2025-11-03,19.68,6.33,60.1,92.0,11.0
2025-11-04,18.98,5.42,64.2,113.0,42.0
2025-11-05,18.67,7.58,63.9,123.0,56.0
2025-11-06,19.34,6.4,64.9,145.0,86.0
2025-11-07,19.66,6.07,60.3,145.0,51.0
2025-11-08,20.15,7.29,62.8,131.0,31.0
2025-11-09,18.49,7.61,60.6,151.0,36.0
2025-11-10,19.12,6.4,60.3,139.0,12.0
2025-11-11,18.91,7.87,61.5,103.0,80.0
2025-11-12,18.86,6.02,63.8,96.0,23.0
2025-11-13,19.05,5.82,60.4,164.0,58.0
